0.015137	-0.047119	0.505005	-0.862595	0.035369	-0.037659	-5.000000	-145.000000	145.000000	1
0.006775	-0.086182	0.507507	-0.820611	0.040331	-0.057761	1.000000	-139.000000	147.000000	2
0.013733	-0.106812	0.503113	-0.761450	0.043511	-0.078244	-2.000000	-138.000000	146.000000	3
0.009521	-0.109009	0.494141	-0.686132	0.048473	-0.091730	2.000000	-142.000000	144.000000	4
0.002441	-0.103455	0.480530	-0.625573	0.041858	-0.099364	3.000000	-147.000000	145.000000	5
0.000854	-0.108765	0.476990	-0.595547	0.038931	-0.093511	10.000000	-138.000000	146.000000	6
0.007874	-0.125793	0.476074	-0.579135	0.049873	-0.078499	0.000000	-138.000000	142.000000	7
0.012695	-0.163574	0.483459	-0.566285	0.045802	-0.055471	9.000000	-145.000000	135.000000	8
0.020386	-0.207031	0.507446	-0.542875	0.051018	-0.021756	11.000000	-143.000000	149.000000	9
0.033508	-0.206238	0.513672	-0.480534	0.085751	0.038677	11.000000	-143.000000	143.000000	10
0.045044	-0.182617	0.484741	-0.472137	0.113359	0.119847	15.000000	-143.000000	137.000000	11
0.022217	-0.192261	0.455017	-0.527990	0.150127	0.199109	20.000000	-142.000000	144.000000	12
-0.009399	-0.231201	0.440491	-0.602799	0.163104	0.270356	14.000000	-146.000000	142.000000	13
0.002502	-0.262207	0.447388	-0.671883	0.155344	0.324555	32.000000	-136.000000	134.000000	14
0.024902	-0.286011	0.468567	-0.747837	0.175827	0.393766	25.000000	-135.000000	135.000000	15
0.027405	-0.284424	0.440369	-0.824809	0.230916	0.495165	25.000000	-137.000000	139.000000	16
0.016479	-0.294556	0.412170	-0.962087	0.268321	0.608015	30.000000	-130.000000	134.000000	17
0.014282	-0.318909	0.358459	-1.109669	0.308779	0.722901	33.000000	-129.000000	127.000000	18
-0.010132	-0.366089	0.305420	-1.269338	0.329389	0.828372	36.000000	-130.000000	132.000000	19
-0.017456	-0.421753	0.274963	-1.414885	0.355598	0.946565	46.000000	-128.000000	134.000000	20
-0.042725	-0.448120	0.224365	-1.458779	0.367939	1.054580	52.000000	-122.000000	130.000000	21
-0.031250	-0.478210	0.187134	-1.455216	0.353817	1.149109	50.000000	-112.000000	130.000000	22
-0.011780	-0.495605	0.169556	-1.391476	0.344911	1.236768	57.000000	-113.000000	121.000000	23
0.021790	-0.512207	0.142212	-1.238804	0.318702	1.338804	70.000000	-114.000000	122.000000	24
0.042480	-0.501099	0.110779	-1.005089	0.315140	1.420992	71.000000	-111.000000	119.000000	25
0.096313	-0.457947	0.086975	-0.738550	0.299618	1.486896	74.000000	-108.000000	112.000000	26
0.117554	-0.382629	0.038574	-0.469593	0.289059	1.533079	73.000000	-97.000000	107.000000	27
0.110779	-0.300232	-0.020569	-0.277990	0.258397	1.561959	73.000000	-95.000000	113.000000	28
0.126953	-0.225830	-0.076538	-0.202926	0.211323	1.573919	81.000000	-89.000000	111.000000	29
0.129028	-0.171143	-0.108887	-0.210687	0.135115	1.555344	77.000000	-87.000000	107.000000	30
0.102478	-0.115356	-0.142578	-0.246565	0.047964	1.498982	75.000000	-79.000000	109.000000	31
0.088074	-0.065002	-0.153259	-0.306616	-0.066667	1.408397	82.000000	-68.000000	114.000000	32
0.054993	-0.036316	-0.157654	-0.368193	-0.209924	1.277481	82.000000	-74.000000	100.000000	33
0.053833	0.014343	-0.157654	-0.398855	-0.394911	1.138804	81.000000	-75.000000	109.000000	34
0.040283	0.060486	-0.134155	-0.386387	-0.627735	0.973537	82.000000	-66.000000	114.000000	35
0.060059	0.082275	-0.065430	-0.349491	-0.863232	0.776845	77.000000	-67.000000	103.000000	36
0.097107	0.102722	0.007568	-0.247964	-1.096056	0.571756	87.000000	-63.000000	103.000000	37
0.152832	0.132813	0.072449	-0.118575	-1.280789	0.354580	86.000000	-68.000000	100.000000	38
0.230103	0.273499	0.020874	-0.052036	-1.562468	-0.053944	89.000000	-77.000000	97.000000	39
0.266418	0.329773	0.042725	-0.202545	-1.740331	-0.251145	80.000000	-76.000000	104.000000	40
0.344482	0.402527	0.077332	-0.348855	-1.927608	-0.440458	85.000000	-85.000000	103.000000	41
0.421326	0.416809	0.188354	-0.541858	-2.057888	-0.651908	84.000000	-92.000000	104.000000	42
0.506531	0.391785	0.286194	-0.677608	-2.151018	-0.834860	94.000000	-92.000000	100.000000	43
0.607605	0.357422	0.360229	-0.731679	-2.227735	-1.009415	93.000000	-103.000000	95.000000	44
0.652466	0.384399	0.421265	-0.744911	-2.210305	-1.178244	84.000000	-110.000000	86.000000	45
0.670593	0.447998	0.492798	-0.789695	-2.228117	-1.339567	91.000000	-121.000000	85.000000	46
0.763794	0.510742	0.572388	-0.924682	-2.282952	-1.491730	89.000000	-121.000000	77.000000	47
0.843567	0.444397	0.690613	-1.168702	-2.262087	-1.634224	87.000000	-133.000000	77.000000	48
0.945801	0.287354	0.851440	-1.303562	-2.213995	-1.771374	92.000000	-148.000000	68.000000	49
0.999969	0.117432	0.999512	-1.151527	-2.099491	-1.920483	96.000000	-158.000000	60.000000	50
0.999969	-0.006348	0.999969	-0.732952	-1.873410	-2.069847	81.000000	-161.000000	49.000000	51
0.999969	0.051819	0.999969	-0.207634	-1.650382	-2.190331	77.000000	-173.000000	43.000000	52
0.999969	0.172791	0.999969	0.077990	-1.429898	-2.284733	72.000000	-170.000000	42.000000	53
0.999969	0.184875	0.999969	0.005725	-1.265776	-2.370738	72.000000	-184.000000	46.000000	54
0.999969	0.066223	0.999969	-0.324555	-1.102163	-2.439949	58.000000	-194.000000	36.000000	55
0.999969	-0.084778	0.999969	-0.694529	-0.866794	-2.445802	64.000000	-198.000000	40.000000	56
0.999969	-0.276855	0.999969	-0.974173	-0.653181	-2.449491	59.000000	-215.000000	33.000000	57
0.999969	-0.598633	0.999969	-1.078244	-0.447964	-2.444784	44.000000	-214.000000	28.000000	58
0.999969	-0.763245	0.999969	-0.689949	-0.079008	-2.412341	42.000000	-224.000000	30.000000	59
0.942627	-0.706360	0.999969	-0.191349	0.193639	-2.332443	29.000000	-221.000000	33.000000	60
0.895935	-0.576599	0.999969	0.067557	0.387150	-2.246947	19.000000	-231.000000	21.000000	61
0.918762	-0.585632	0.999969	-0.044020	0.591730	-2.143766	15.000000	-231.000000	35.000000	62
0.938965	-0.671082	0.999969	-0.291349	0.803435	-2.035751	8.000000	-228.000000	28.000000	63
0.928040	-0.669922	0.999969	-0.510687	1.032188	-1.919338	2.000000	-232.000000	34.000000	64
0.899597	-0.685669	0.999969	-0.773028	1.256743	-1.765267	-4.000000	-236.000000	40.000000	65
0.862488	-0.804382	0.903198	-1.049364	1.487023	-1.572137	-5.000000	-239.000000	53.000000	66
0.807617	-0.948853	0.837585	-1.160560	1.700509	-1.368830	-19.000000	-237.000000	53.000000	67
0.780884	-1.000000	0.794739	-0.965140	1.868448	-1.150254	-23.000000	-231.000000	49.000000	68
0.800537	-1.000000	0.637146	-0.450127	1.960433	-0.951145	-23.000000	-233.000000	61.000000	69
0.800842	-0.897644	0.473511	-0.082952	2.021628	-0.798219	-20.000000	-234.000000	70.000000	70
0.785400	-0.761658	0.374878	-0.027990	2.055216	-0.671247	-31.000000	-233.000000	83.000000	71
0.742310	-0.735046	0.297485	-0.241349	2.085751	-0.531298	-31.000000	-217.000000	81.000000	72
0.679810	-0.748291	0.212219	-0.524682	2.112468	-0.346819	-28.000000	-230.000000	92.000000	73
0.623535	-0.741211	0.133057	-0.782570	2.126463	-0.106743	-29.000000	-223.000000	93.000000	74
0.575928	-0.736023	0.085510	-0.981552	2.124682	0.177608	-28.000000	-220.000000	100.000000	75
0.544189	-0.833557	0.040771	-1.113486	2.101781	0.444020	-25.000000	-211.000000	99.000000	76
0.537659	-0.865845	0.037048	-1.089186	2.067557	0.642621	-23.000000	-203.000000	115.000000	77
0.523010	-0.720703	-0.017456	-0.936005	1.975445	0.802163	-16.000000	-202.000000	116.000000	78
0.460266	-0.583740	-0.082092	-0.976081	1.948728	0.957379	-12.000000	-188.000000	116.000000	79
0.425110	-0.404968	-0.116821	-1.267557	1.901272	1.165013	-8.000000	-188.000000	124.000000	80
0.386292	-0.414551	-0.203003	-1.810814	1.864504	1.455725	-1.000000	-185.000000	119.000000	81
0.426880	-0.667725	-0.222229	-2.363232	1.785878	1.787405	3.000000	-171.000000	137.000000	82
0.476013	-0.774963	-0.197449	-2.334224	1.677863	2.073028	26.000000	-164.000000	122.000000	83
0.526733	-0.718201	-0.223206	-1.845929	1.533588	2.294275	29.000000	-153.000000	125.000000	84
0.545105	-0.710327	-0.301331	-1.244656	1.385242	2.481934	36.000000	-142.000000	124.000000	85
0.509888	-0.670837	-0.396912	-0.511959	1.223919	2.596819	45.000000	-135.000000	129.000000	86
0.475220	-0.445007	-0.439392	0.347074	1.014631	2.635751	42.000000	-132.000000	128.000000	87
0.393616	-0.130676	-0.532288	1.018066	0.829008	2.599109	46.000000	-118.000000	132.000000	88
0.280701	0.084717	-0.493469	1.167812	0.637913	2.519466	41.000000	-119.000000	135.000000	89
0.187195	0.260681	-0.407837	1.080662	0.351399	2.381425	51.000000	-111.000000	135.000000	90
0.131104	0.210693	-0.164978	0.938422	0.046310	2.097837	38.000000	-102.000000	130.000000	91
0.087769	0.240967	0.023865	1.043257	-0.169211	1.764122	42.000000	-102.000000	138.000000	92
0.043213	0.424744	0.092102	1.350127	-0.258651	1.475954	35.000000	-97.000000	143.000000	93
0.007385	0.697571	0.067139	1.500254	-0.296056	1.240076	36.000000	-102.000000	144.000000	94
-0.056763	0.901489	0.028931	1.288804	-0.360178	1.031170	35.000000	-103.000000	153.000000	95
-0.022827	0.824280	0.123901	0.700763	-0.498473	0.835623	31.000000	-101.000000	151.000000	96
0.012695	0.659424	0.239319	0.236514	-0.549364	0.688550	31.000000	-89.000000	145.000000	97
0.047607	0.504272	0.380432	0.016794	-0.559160	0.562341	28.000000	-94.000000	148.000000	98
0.062744	0.484375	0.496094	0.074555	-0.541985	0.452672	32.000000	-98.000000	152.000000	99
0.038208	0.476196	0.543335	0.200636	-0.481298	0.357125	26.000000	-96.000000	152.000000	100
0.034729	0.382324	0.572693	0.198601	-0.434987	0.267684	22.000000	-102.000000	140.000000	101
0.038757	0.292358	0.564819	0.236132	-0.393130	0.177099	34.000000	-94.000000	144.000000	102
0.051758	0.274048	0.518311	0.348219	-0.367557	0.101527	26.000000	-100.000000	146.000000	103
0.033569	0.295410	0.509521	0.396819	-0.353562	0.024555	28.000000	-102.000000	150.000000	104
0.020325	0.279236	0.514526	0.384606	-0.359160	-0.053944	26.000000	-102.000000	148.000000	105
0.012268	0.212463	0.509399	0.321628	-0.330153	-0.123664	18.000000	-108.000000	152.000000	106
-0.011414	0.106689	0.530762	0.222901	-0.307379	-0.185496	26.000000	-116.000000	154.000000	107
-0.031250	0.053406	0.503723	0.243257	-0.300763	-0.217303	31.000000	-113.000000	151.000000	108
-0.044189	0.014526	0.476990	0.236387	-0.298982	-0.244148	30.000000	-110.000000	152.000000	109
-0.031250	-0.045959	0.507141	0.210941	-0.319593	-0.248346	24.000000	-114.000000	148.000000	110
-0.005920	-0.069519	0.525818	0.293639	-0.318830	-0.252799	23.000000	-113.000000	139.000000	111
-0.021790	-0.084290	0.541748	0.394275	-0.301654	-0.259415	14.000000	-116.000000	152.000000	112
-0.031311	-0.087708	0.533569	0.488804	-0.276336	-0.244784	19.000000	-115.000000	153.000000	113
-0.018433	-0.085754	0.535461	0.540967	-0.253562	-0.222265	11.000000	-113.000000	143.000000	114
-0.015015	-0.077515	0.528198	0.551908	-0.231043	-0.204453	9.000000	-119.000000	147.000000	115
-0.011230	-0.062378	0.518616	0.518575	-0.219338	-0.184606	6.000000	-126.000000	158.000000	116
-0.012390	-0.056458	0.518372	0.454326	-0.202290	-0.159415	3.000000	-121.000000	147.000000	117
-0.028625	-0.049927	0.518738	0.387150	-0.185369	-0.140840	5.000000	-123.000000	151.000000	118
-0.041077	-0.063538	0.500854	0.327099	-0.163104	-0.131425	9.000000	-119.000000	153.000000	119
-0.053040	-0.086975	0.492920	0.295420	-0.141349	-0.127099	11.000000	-125.000000	157.000000	120
-0.042969	-0.098389	0.493408	0.298601	-0.139440	-0.127099	-3.000000	-117.000000	147.000000	121
-0.038452	-0.080139	0.497803	0.338295	-0.147201	-0.123919	-4.000000	-124.000000	154.000000	122
-0.049011	-0.061829	0.501404	0.352290	-0.141985	-0.116667	5.000000	-129.000000	149.000000	123
-0.057007	-0.053162	0.494019	0.339440	-0.140331	-0.094784	-2.000000	-128.000000	150.000000	124
-0.050293	-0.059204	0.490723	0.322265	-0.136768	-0.077735	-10.000000	-122.000000	152.000000	125
-0.046387	-0.071777	0.481873	0.332316	-0.133333	-0.066667	-7.000000	-127.000000	149.000000	126
-0.045166	-0.072327	0.475525	0.369211	-0.129898	-0.054071	-6.000000	-134.000000	150.000000	127
-0.045837	-0.067017	0.485840	0.428626	-0.133715	-0.048092	-8.000000	-132.000000	154.000000	128
-0.031494	-0.035156	0.498779	0.486896	-0.141094	-0.049109	-9.000000	-131.000000	151.000000	129
-0.018677	-0.007690	0.512451	0.521756	-0.133969	-0.046692	-14.000000	-128.000000	148.000000	130
-0.021973	0.001953	0.521851	0.527608	-0.120102	-0.037150	-10.000000	-140.000000	162.000000	131
-0.015564	0.009888	0.532227	0.531552	-0.116031	-0.030025	-11.000000	-137.000000	149.000000	132
