-0.180786	0.035706	0.568787	-0.080534	1.968957	0.014504	1
-0.305969	0.048157	0.600525	0.100636	1.612087	0.067939	2
-0.303589	0.084717	0.565735	0.349109	0.554835	0.007506	3
-0.168152	0.139404	0.526917	0.546438	-0.595547	-0.145165	4
0.005432	0.173218	0.460266	0.585751	-1.113868	-0.196947	5
0.132813	0.190674	0.415588	0.312723	-1.001018	-0.181298	6
0.162842	0.147156	0.436340	-0.178880	-0.461578	-0.144656	7
0.072205	0.074219	0.482788	-0.419466	0.150509	-0.071628	8
-0.052734	0.041260	0.516663	-0.385115	0.481170	-0.044784	9
-0.121277	0.017090	0.536621	-0.327990	0.448982	-0.027354	10
-0.123962	0.012146	0.536255	-0.154580	0.159160	-0.022392	11
-0.068176	0.046448	0.500610	0.112341	-0.148092	-0.032188	12
-0.001587	0.073853	0.472107	0.211832	-0.237659	-0.023410	13
0.015991	0.089661	0.468201	0.172265	-0.126590	-0.010560	14
-0.017578	0.090454	0.474060	0.103690	0.073028	0.005980	15
-0.070007	0.079346	0.492310	0.057379	0.167939	0.014758	16
-0.094727	0.074097	0.510376	0.068066	0.115267	0.016158	17
-0.079895	0.079712	0.506958	0.102926	-0.022392	0.000382	18
-0.041077	0.091675	0.494080	0.131934	-0.114631	-0.004835	19
-0.018372	0.105286	0.488098	0.135242	-0.105471	-0.008397	20
-0.023499	0.112854	0.489075	0.103053	-0.032188	-0.008651	21
-0.049194	0.112549	0.493042	0.055471	0.024046	-0.007125	22
-0.066223	0.109009	0.499695	0.038677	0.018321	-0.006743	23
-0.057129	0.109375	0.496216	0.029644	-0.035878	-0.003562	24
-0.034912	0.107361	0.494934	0.006616	-0.070738	-0.003944	25
-0.024475	0.102966	0.484619	-0.004835	-0.051654	0.001654	26
-0.037964	0.097229	0.489624	-0.015267	0.007888	0.008651	27
-0.057007	0.090637	0.497986	-0.016667	0.035496	0.011705	28
-0.063416	0.091797	0.503845	0.008142	0.013868	0.018830	29
-0.051819	0.103149	0.495300	0.046438	-0.027990	0.016921	30
-0.039795	0.114441	0.488037	0.057379	-0.045547	0.023664	31
-0.047668	0.118103	0.499023	0.040331	-0.015903	0.030534	32
-0.060181	0.104919	0.525818	0.001272	0.022646	0.043384	33
-0.063232	0.099548	0.540527	0.006997	0.011959	0.049491	34
-0.054016	0.120117	0.555542	0.073410	-0.000509	0.047201	35
-0.050171	0.150146	0.567871	0.170483	0.035878	0.044911	36
-0.040100	0.177551	0.588623	0.249364	0.060941	0.026463	37
-0.019592	0.193909	0.632263	0.238041	0.073410	0.009415	38
0.002930	0.190979	0.705261	0.154707	0.140204	-0.020611	39
0.022034	0.162109	0.790649	0.072901	0.233206	-0.040331	40
0.043579	0.123840	0.877625	0.035115	0.344148	-0.052672	41
0.064880	0.128052	0.940369	0.149109	0.495038	-0.045420	42
0.087097	0.192810	0.940552	0.399364	0.713613	-0.022774	43
0.098450	0.283386	0.926086	0.522519	0.948982	0.000127	44
0.101807	0.365112	0.852295	0.336641	1.179262	0.037405	45
0.087402	0.384827	0.788147	-0.246056	1.448092	0.105980	46
0.091370	0.252563	0.858887	-1.035751	1.577608	0.180153	47
0.123230	0.087891	0.894592	-1.618830	1.587150	0.245293	48
0.162903	-0.064453	0.893433	-2.050509	1.631807	0.371374	49
0.192505	-0.197021	0.880066	-2.217303	1.819720	0.552036	50
0.201294	-0.289673	0.900818	-1.730025	2.231679	0.768448	51
0.148621	-0.206909	0.820740	-0.663104	2.638422	0.846819	52
0.082642	-0.068604	0.755981	0.089059	2.889949	0.873664	53
0.045471	0.025452	0.666321	0.287277	3.025191	0.889440	54
0.014587	0.082947	0.567627	0.223664	3.102799	0.859288	55
-0.012817	0.101440	0.495178	-0.046692	3.152926	0.824046	56
-0.047607	0.077271	0.429749	-0.332824	3.200763	0.804326	57
-0.086426	0.056885	0.350769	-0.369211	3.320611	0.803690	58
-0.138794	0.057556	0.265320	-0.263232	3.446310	0.788295	59
-0.185486	0.066589	0.194458	-0.147074	3.528372	0.803181	60
-0.224548	0.086975	0.120789	-0.036896	3.531043	0.803181	61
-0.246033	0.103638	0.097351	0.031170	3.422392	0.793639	62
-0.241150	0.106445	0.042969	0.001272	3.149237	0.754326	63
-0.210022	0.099670	0.013428	-0.075573	2.850000	0.712723	64
-0.151794	0.099182	-0.034668	-0.012468	2.657125	0.723028	65
-0.122192	0.111877	-0.099060	0.036387	2.569338	0.714885	66
-0.117615	0.116211	-0.147095	0.019338	2.586641	0.731425	67
-0.135498	0.122925	-0.203613	0.013486	2.628372	0.736514	68
-0.155945	0.136475	-0.265076	0.036132	2.649364	0.735496	69
-0.187683	0.151001	-0.374512	0.046310	2.646692	0.722901	70
-0.230286	0.175415	-0.437317	0.047328	2.621756	0.715267	71
-0.282104	0.202576	-0.437927	0.107761	2.428244	0.709288	72
-0.324280	0.233459	-0.435303	0.122774	2.070356	0.649618	73
-0.325867	0.246948	-0.403870	0.025573	1.670356	0.598092	74
-0.284241	0.230835	-0.366150	-0.084860	1.283079	0.561069	75
-0.237183	0.211731	-0.398315	-0.092748	1.025700	0.506997	76
-0.232178	0.212219	-0.437134	-0.011323	0.935496	0.458779	77
-0.277588	0.240540	-0.472168	0.130534	0.886132	0.409669	78
-0.311707	0.277039	-0.540527	0.248346	0.759160	0.356234	79
