25.000000	-35.000000	149.000000
23.000000	-39.000000	147.000000
23.000000	-35.000000	149.000000
19.000000	-29.000000	157.000000
11.000000	-15.000000	153.000000
9.000000	-17.000000	159.000000
14.000000	-20.000000	154.000000
8.000000	-8.000000	152.000000
8.000000	-8.000000	146.000000
4.000000	-2.000000	158.000000
3.000000	-1.000000	151.000000
5.000000	3.000000	149.000000
1.000000	7.000000	147.000000
-6.000000	14.000000	150.000000
-1.000000	15.000000	151.000000
-4.000000	14.000000	146.000000
-10.000000	22.000000	140.000000
-11.000000	19.000000	141.000000
-14.000000	20.000000	142.000000
-15.000000	27.000000	155.000000
-12.000000	34.000000	140.000000
-19.000000	31.000000	135.000000
-13.000000	29.000000	145.000000
-18.000000	26.000000	146.000000
-28.800000	34.800000	144.800000
-42.000000	37.000000	149.500000
-46.000000	33.333333	152.666667
-44.000000	28.000000	154.000000
-44.521739	2.260870	164.956522
-41.000000	-19.000000	169.000000
-41.000000	-23.000000	183.000000
-40.000000	-26.000000	178.000000
-44.000000	-26.000000	174.000000
-45.000000	-29.000000	173.000000
-37.000000	-43.000000	183.000000
-41.000000	-37.000000	173.000000
-46.000000	-54.000000	176.000000
-39.000000	-61.000000	173.000000
-39.000000	-61.000000	173.000000
-35.000000	-77.000000	179.000000
-37.000000	-81.000000	173.000000
-37.000000	-81.000000	173.000000
-36.000000	-94.000000	168.000000
-35.000000	-105.000000	173.000000
-34.000000	-116.000000	172.000000
-35.000000	-117.000000	169.000000
-48.000000	-122.000000	162.000000
-32.000000	-130.000000	162.000000
-29.000000	-133.000000	163.000000
-28.000000	-124.000000	152.000000
-11.000000	-126.000000	156.000000
-11.000000	-133.000000	167.000000
-11.000000	-133.000000	167.000000
-17.000000	-119.000000	157.000000
-32.000000	-119.333333	164.000000
-45.000000	-119.000000	159.000000
-46.000000	-112.000000	168.000000
-54.000000	-124.000000	174.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-53.000000	-121.000000	179.000000
-52.000000	-126.000000	168.000000
-52.000000	-126.000000	168.000000
-52.000000	-126.000000	168.000000
-52.000000	-126.000000	168.000000
-52.000000	-126.000000	168.000000
-52.000000	-126.000000	168.000000
-52.000000	-126.000000	168.000000
-52.000000	-126.000000	168.000000
-52.000000	-126.000000	168.000000
-52.000000	-126.000000	168.000000
